category,title,price,urlitem,urlimage
bracelet,Kabbalah Red String Bracelet  tying instructions  Ben Porat prayer Protection,£1.48,https://www.ebay.co.uk/itm/Kabbalah-Red-String-Bracelet-tying-instructions-Ben-Porat-prayer-Protection/271487398753?hash=item3f35e8f361:g:EGIAAOxyoA1RNzZE,https://i.ebayimg.com/thumbs/images/g/EGIAAOxyoA1RNzZE/s-l225.jpg
bracelet,7 Chakra Natural Gemstone Bracelet 7'' Elasticated Healing Stone Chakra Jewelry,£6.59,https://www.ebay.co.uk/itm/7-Chakra-Natural-Gemstone-Bracelet-7-Elasticated-Healing-Stone-Chakra-Jewelry/283945425184?_trkparms=ispr%3D1&hash=item421c775920:g:7LsAAOSwvmZfAGcm&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsDycjPSZXRvx6%252FKPN9fyFbOTtGT2bCfpubDcZjoQ94bO4cAvv4obxnhGAh%252BDJrec%252B4FEaSoC3ezecUXfc2cuPs5yAK1OofpvAYqarPcqE8S1xRNzkrzO9RJJDN22eSnRPE3c%252BSYoqHje88u3U9kcqACkHT3Kqf4cPurM3bj9YGalwphi3SEr1gMpx3Yl83Vvp2BaLv0vl0%252B8PCuiNrphPMYjhsJx1%252F56DT8BWuRt7hJwCYXyjM3r%252F1M9sPKhRshqoFUaK7aZUfZYjKsu8xJ8juiK5FSAcCRS5lgs761ln9avkITMKpRah9oIOezZlloGOZt14UyUO6IqA4iiRMHDfcLPM2nEWgVTYDms3Zhqj%252FHNH84hd1yY0uMRrJ9NKjae2bBiIM6NJBzLrI1wvS5bJIiuBcMgI1gSqo%252Fziuku8edkjK%252Fm%252B%252FFbEjcU6o7Gr82DEnngzP5qnwt%252BJtw5mqAlxu6BT32Xt1my4B3rN9XByQWqn44nVBUKbCB9XT0TZj1aZUR78xGVJagqnKmrTnnZ%252FwABg10gpxHblBGG%252BFIMuPlB%252FKgBHCKO4lA%252BZvYv54e8B6iNe7FZJ50QnLTZT1WjSYHP51W%252FgEzAJfpGhi1y3bvjXe%252BaJVrC44p4gayaXMhoucL2W5Zz8tv%252BvM9pj1TptM6GhcLPDQdcLMI6DzNMzZJj2V7eUSYCBoJpxGg965%252BZxWb%252BrkSiZ1lXQI%252BGZuibOvx%252Bs8fZsL%252F7qLWsOjqSpr%252BTIvjAIzWqB88C5FFEFNEpmOw%253D%253D%7Ccksum%3A2839454251848bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/7LsAAOSwvmZfAGcm/s-l225.jpg
bracelet,7 Chakra Natural Stone Bracelet Bangle Beaded Handmade Healing Charming Design,£4.99,https://www.ebay.co.uk/itm/7-Chakra-Natural-Stone-Bracelet-Bangle-Beaded-Handmade-Healing-Charming-Design/283901081394?_trkparms=ispr%3D1&hash=item4219d2b732:g:G2AAAOSwXXxe16fW&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsD3X6GYpfEL2D01OYiuQr5ol0z9G8bG68%252BzVCdnSyERg58ao8PKHRyWiBID9ya3dNslPDmHkHYnXUCJW5disabPMQ7iq8ZL%252FCwEEN%252FX1KMf8LiIWRZ29EZ2CLs8QqMDZUa0j9mNMzL7l5eEaa7hyDznF6BNPDif%252F9mEy9Q%252B3NnMso24lrWQpzvtsXEQlfNSjRxSeI%252FQ%252BOs7tWs2Fiq5S%252BDRgl5MdARJNbbHwSb5TsxXLj8d8U9Al7x25D43WxCa5%252FsTbe2ARpQ7RrVxXMx4msqn1Y%252BoanvaQ6rcio4PvPSeevKtOpNs1F%252BJYbrTeyR%252F7mbZ%252BLwj%252F1cDSYrM1NAFP6puvNvhYxQvqwnX2XKSPEqJB8s%252B%252FCmpeLNliOSX%252BGR3CSw51JXIHkUNp4zQZV5kP86Ntmu%252BmhzOlf%252BiAhAii1UDrlZ2o%252B7rTpefxjCBk4CqqHF7lXcgWd6UfNB4y5zoFQGu%252FCOKqloOpSqs54dXPnXJsTmIsx6rph4ltLmAhwCYB%252B573xUE%252FEu7laBUsehj5Vz5HqwQYb3E6RGtC6XecDwYaYXzk0f%252B7f8mDl4KSL1iqIN84VJZmMfEOTOAr4lTfewNGbKfw1oKhkaXZzppJPJCs2irMCQAVvvBHNcBOFO%252BXPGgaN4QcjlQcYG8p753J6tnwoPA4B2iI0YV0PtSB3uMikCkgK7ETJ3XyLVdWKqddpMV9URvg%252FDsi1OSAuBgthLDCd91wZG0DzWV%252BVTPMbckUJbDWqRErY%252BmLsBO34Q0bPwQ%253D%253D%7Ccksum%3A2839010813948bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/G2AAAOSwXXxe16fW/s-l225.jpg
bracelet,Islamic ALLAH الله Natural Stone Beads Muslim Charm Bracelet Bangle Wristband,£5.95,https://www.ebay.co.uk/itm/Islamic-ALLAH-Natural-Stone-Beads-Muslim-Charm-Bracelet-Bangle-Wristband/164205470596?_trkparms=ispr%3D1&hash=item263b68a384:g:-JEAAOSwfxRewaKL&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkfOCvCjTOBWK8pwriaolq5rqX9hF2OeEd0hTqdkg%252BEOwIdkDgCCQgqrHcaQi0I8qBsnL5i89yLnfFMaqhOAtoqg%252B1p%252BV4A7RRRkAtdTd%252F5cgAiy46%252FALYUnfNFpvY9WakxPlMhhsY0c1Cb10nk65VfyoYJMzz6jUlEqwi7NbUGpnmnvXuQS9pndu8JyGpjgy4qYyYdeenR61Nbyhh3NgMKVd%252BjbmLCVrNwQdWr4qSGKT2otRMl%252F2CPT%252F9HCM%252B2BzI2FoCdPayvbs1BruE0awgtvrYKgyo8rg7oRaFplltATzd3A4eVirPa9BuZju8VNMOm6pVB%252FsUrw9Grv2bgwWeK8vXrl%252BaF6hlzN0gsZtpHEtyW%252BZ5wCCB6yq8p4CtG%252BKoa5VXMLRkkohrO%252BvulSFsSiGHUtbYlyGc9szdamQ9i6R%252B0GakMMDtH4k38YDQ6I3tx8P%252BLiqXcw5KSEoHZujAfBkYDguwc5GBi55S4pYuBPfwxWwq7MsBqSjzfialYjVzqORAz1mHrXFND4ZYLSse4AMWFOUzis2t0HIn2sLZgDzOSD8v7N39LNM5jLlf5zP1A2un9hy2EPeNNiM9O25nLkm1w2TbeNzN322daTE5w460ktGyd0jFbufnkkVYBZ5BPgUYYJIoMSD1S38G8egeEt%252BSS%252Fnl2AieXq5jLy6jj41bUFMAHM60UtmuxLnz2upDbEcnhr26iPeNcpeFtl12tiqxfmutakU7SJmLi6XIy%252F1XORpif%252BQsFwSijbvMac%252BMeS9SunC1PhPIm0%252FgFuE02g%253D%253D%7Ccksum%3A1642054705968bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/-JEAAOSwfxRewaKL/s-l225.jpg
bracelet,Natural Crystal Pendulum Quartz Stone Pendant Chakra Healing Gemstone Earrings,£7.29,https://www.ebay.co.uk/itm/Natural-Crystal-Pendulum-Quartz-Stone-Pendant-Chakra-Healing-Gemstone-Earrings/283887145913?_trkparms=ispr%3D1&hash=item4218fe13b9:g:l-EAAOSwaaJex-CL&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsDwT%252BH8XXOLN1pGRZewoUQqtJLg1PoE%252Bdk96vXbm%252F7UOaArjrXqXARnAiRLHdbGuAQnFjevF7Nw8RSYkEzOpirvtV5l2jH%252B7O0KlwWipL638UyQ1gDtYUpEPJqE99IWE0gSSXaXqHnxGKeSkl%252Bbkj5eCfVfXW0cQ03Kz%252FQZFnAsWc3b%252FseU5vkHC5pHZGtiS7PFQd8d%252FM7nTn6vsUMq1UvgJ6CK3nEbVjSDra2hoKEwE4gCHPMz9G91Mvp1VeRzRnW68BMFlZQQdtUtl7ytcPw4vtzF43VrpVhxvZEifn7LA0DCzsGUO4xzz181S1Qpo%252BVL7e%252BWV4ly2AY5YIxKoOLzRneqe6GJP2neNY9bsbBeneamIhX9juH97b5AaNxI90IVBP2wirOXK3XWYu0htD%252BgdyZ6xQGAcQ5dpwD5WLwgn6Qxi7hNzgyON1pgtWdT2hSwW3CRFPWv%252BYAea3z8wGk7qEfzb4vOO%252FUmMnzDxSUwx%252FFvdqRnTX%252BbINX%252BgZrP3U3IF%252BHoxhaTNlXJT8kuDDaRu7zx3LccVzgEVdZQWvyxl13lYp4nhKRWtYJZp%252FKIEgc8RMf1D5RDAjITqA4tJoLVNZ0%252F%252BMvyDXyPm2thftP2EvN93QA33RgyoAuksx0jkJqtTpaKy9VqAzhyGGQPuZtXGP8sd64NKFDaFVc7%252BpbKeYskpqE4nFbdZkT%252BwWO%252BWB%252FtsvD9WjDF4OAHrOrxtVZlqqVGMV%252F1CHikO3jJ7HRGXciQPMIqfSQeIy1DiDT%252Fy7Uw%253D%253D%7Ccksum%3A2838871459138bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/l-EAAOSwaaJex-CL/s-l225.jpg
bracelet,Lovely Rosary Beads Necklace Bracelet Silver Tone Crucifix  35 Variation Colours,£0.99 to £2.99,https://www.ebay.co.uk/itm/Lovely-Rosary-Beads-Necklace-Bracelet-Silver-Tone-Crucifix-35-Variation-Colours/180993074399?hash=item2a240724df:g:mQoAAOxyi3FR2uxf,https://i.ebayimg.com/thumbs/images/g/mQoAAOxyi3FR2uxf/s-l225.jpg
bracelet,Natural Stone Crystal Amethyst Cluster Quartz Bracelet Jewelry Christmas Gift,£8.59,https://www.ebay.co.uk/itm/Natural-Stone-Crystal-Amethyst-Cluster-Quartz-Bracelet-Jewelry-Christmas-Gift/284023569489?hash=item42211fbc51:g:JJQAAOSwc65e8KKk,https://i.ebayimg.com/thumbs/images/g/JJQAAOSwc65e8KKk/s-l225.jpg
bracelet,Harry Potter Bracelet Gryffindor Slytherin Ravenclaw Hufflepuff House Badge Gift,£1.75 to £3.49,https://www.ebay.co.uk/itm/Harry-Potter-Bracelet-Gryffindor-Slytherin-Ravenclaw-Hufflepuff-House-Badge-Gift/292332314650?hash=item44105d201a:g:TJsAAOSwxmJfm3ne,https://i.ebayimg.com/thumbs/images/g/TJsAAOSwxmJfm3ne/s-l225.jpg
bracelet,Red String Bracelet Lucky Cord Charm Friendship Bead Kabbalah Chinese Buddhism,£2.75 to £3.95,https://www.ebay.co.uk/itm/Red-String-Bracelet-Lucky-Cord-Charm-Friendship-Bead-Kabbalah-Chinese-Buddhism/223653487097?hash=item3412c961f9:g:lD4AAOSwS0Jf-KOl,https://i.ebayimg.com/thumbs/images/g/lD4AAOSwS0Jf-KOl/s-l225.jpg
bracelet,Islamic ALLAH Bohemian Bracelet Boho Bangle Wristband Vintage Leather Rope - UK,£3.95 to £5.95,https://www.ebay.co.uk/itm/Islamic-ALLAH-Bohemian-Bracelet-Boho-Bangle-Wristband-Vintage-Leather-Rope-UK/183717583864?hash=item2ac66bdbf8:g:U1sAAOSw2Qtc988W,https://i.ebayimg.com/thumbs/images/g/U1sAAOSw2Qtc988W/s-l225.jpg
bracelet,6mm and 8mm Cold Jade Bracelet,£3.99 to £4.99,https://www.ebay.co.uk/itm/6mm-and-8mm-Cold-Jade-Bracelet/152862502133?hash=item239750acf5:g:3VgAAOSwIBJaV86N,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif
bracelet,Islamic ALLAH الله Stainless Steel Silicone Muslim Bracelet Bangle Wristband ,£4.95,https://www.ebay.co.uk/itm/Islamic-ALLAH-Stainless-Steel-Silicone-Muslim-Bracelet-Bangle-Wristband/184459003137?hash=item2af29d0501:g:y7UAAOSw6ntfainA,https://i.ebayimg.com/thumbs/images/g/y7UAAOSw6ntfainA/s-l225.jpg
bracelet,Keep F*cking Going Inspirational Keyring Key Rings Cuff Bangle Bracelet Silver,£1.55 to £2.39,https://www.ebay.co.uk/itm/Keep-F-cking-Going-Inspirational-Keyring-Key-Rings-Cuff-Bangle-Bracelet-Silver/114263319406?hash=item1a9a9fe36e:g:hc4AAOSwIsFcuZ5H,https://i.ebayimg.com/thumbs/images/g/hc4AAOSwIsFcuZ5H/s-l225.jpg
bracelet,Magical Mythical Unicorn Bracelet ~ Great Gift idea ~ Beaded stretch with Charm,£3.95 to £27.00,https://www.ebay.co.uk/itm/Magical-Mythical-Unicorn-Bracelet-Great-Gift-idea-Beaded-stretch-with-Charm/173988760277?hash=item288289cad5:g:BU0AAOSw1iNa4f0X,https://i.ebayimg.com/thumbs/images/g/BU0AAOSw1iNa4f0X/s-l225.jpg
bracelet,XL Tibetan 108 Mala Prayer 8mm Beads Sandalwood Buddhist Bracelet Necklace Yoga,£4.99,https://www.ebay.co.uk/itm/XL-Tibetan-108-Mala-Prayer-8mm-Beads-Sandalwood-Buddhist-Bracelet-Necklace-Yoga/184210327674?hash=item2ae3ca887a:g:NL4AAOSwXbZebL2q,https://i.ebayimg.com/thumbs/images/g/NL4AAOSwXbZebL2q/s-l225.jpg
bracelet,Natural Agate Prayer Bracelet 8mm Islamic Muslim Tasbih 33 Rosary Misbaha bead,£3.93,https://www.ebay.co.uk/itm/Natural-Agate-Prayer-Bracelet-8mm-Islamic-Muslim-Tasbih-33-Rosary-Misbaha-bead/284050350549?_trkparms=ispr%3D1&hash=item4222b861d5:g:fqAAAOSwZbpfjPey&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsD5VDzryL9RMwO%252BqmeLT88nEIO06N%252BDY0jYfB1jGrR54NXYkDOg9vUFzlbwR%252BlBixtNZQ2ttSII9WahyvrtWMENncHIp8%252BNv89Mtoe%252F2n3noh5S%252Bpvw6KUgDkhWbgvpX%252F2GKaZjAvpWg4Dqufise4NoBUoCw3QKP7EOzTEx04s2rWUlDIXGeP3nTyT5QGVJ9moamFjibFvRn7XSyzf9d17nZMHaWJh82P%252Bexg%252BeMStaH%252BURzF0Zalj2BVHoeF2a6sCRJvPtRjuFwLWhgVhO9ulIXmV5Bj45kRXkJUuxduiXdc%252F9t628tguztWhEoIkSUikwTrir5cRpd3omYAWNxWLlRmYYiy0IDp3gcw0OBtm5TxnQmSSnwLQm4QEHF7ybOxJOksiZilmQELIBvFb3BsIz97%252FyFONfxmaSvDDjsjQPG0DUpI5E2k5MCYwA724sQGJtWGjKBDTQHPBn8ZJWp%252FkGv6gfV5tWUSHOwb8YimhZ7Wwwl9yl%252BSUi3mlvHGpW7%252FsT96EdZaLmoTFR37gqXLZMH4DfBfJS1avIWO%252Bc8nB8ZI0a65kJgGfMucbrFkEelGzRc3MGXS2ts44ZnDsnF%252BPgOhoz6kaRKFzSE9NkBBUfw63REOx59j9DwumHyNdHRlRLrqw%252Bbih3GPd1C%252FirQdinQdyoWgiy1%252B5gRTwGgFjmZdieZQY1QscNk7fctoRDIwlgEiuYYoYPDTePKp5kdwBIEgADJG0qmO7a30u3Oc3XGZ30Cas%252Beh8NlVZob0mJHKzw%253D%253D%7Ccksum%3A2840503505498bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/fqAAAOSwZbpfjPey/s-l225.jpg
bracelet,12mm Natural Fukurokuju Quartz Round Beads Stretch Bracelet Healing Women Gift,£29.99,https://www.ebay.co.uk/itm/12mm-Natural-Fukurokuju-Quartz-Round-Beads-Stretch-Bracelet-Healing-Women-Gift/153516169728?_trkparms=ispr%3D1&hash=item23be46da00:g:fjgAAOSwzBJc-M4X&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkxGz2ccqatkEnoeekHqhLkQBksqP2KU%252F19zDh9NhxwxfK%252FFect702m42deMS8oswSHETcRoivWE9DqRgyFmEYa5BQgnWLS7sFq7w24bsTIbr56AvOk9YfqpLwLM666elQzj37RKNqW9eOWWJCfN0KTkCzsxspsOIog%252B%252Fz85e6NHtxyBivQ%252FdzbNxj26gxkZ%252BqAx%252FtHGvOPs5qrVCIUITk3pdQzMn%252BvMiFac8oR39oRvWbXBP0Rlmbvf6DEMaeDo2ZPtbOHw4Un%252F%252FGpWRlTNOi8AWpOpvrVmUn20Lm1WXCHH8whRuLAk0hLiqovFGpRwhCAZeQahl30bpyihIOn%252BO22Qf1KyaLXgniU4GPYa%252FFEIIrZgDRVe%252FrP%252B2qwTTFTwhN0kThD6Ugb6s2iytX2PJOxXFVsXNNU4NwFbmStIReeTGCS5U%252BHeu6OSW%252FJX8J8ujwK4IAttE0dArVUOlK%252Bs90oTX15DqOu02p5SO%252FCCh6uStv9qOmRwKKdJTFh6DzsqAFViN8yI3NHrdMFxZBRm%252BuRyhHq4SbipyLybqdJ4pzYNV4mSnL%252B6DNz9FOyujLKSL6f7bCQcDb0iRY%252FRHhXvj6p094M76N8NAPCpWHYUl6lhJaehRo7zeZgQIBLo%252FVyA7A3OrnzpKwqEmrjbUyduwai0xOf4W3lgFSOwu9HtObKBqmwDHtKYdbrBsFbLWR7LnfylhEJlEAnXQZQs%252FcW04h3LEcuK0M4fuAcIBq42VwoOr1ZGyTS62Au8WcdProde8wn7X67gmHOTi67IKbukej3A%253D%253D%7Ccksum%3A1535161697288bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/fjgAAOSwzBJc-M4X/s-l225.jpg
bracelet,HANDMADE Golden Winged Ball Charm BANGLE Bracelet,£5.50,https://www.ebay.co.uk/itm/HANDMADE-Golden-Winged-Ball-Charm-BANGLE-Bracelet/292299397124?hash=item440e66d804:g:0uAAAOSwv-ZZ6LYo,https://i.ebayimg.com/thumbs/images/g/0uAAAOSwv-ZZ6LYo/s-l225.jpg
bracelet,Rose Quartz Crystal Chip Bracelet - Reiki Charged - A Grade,£2.99,https://www.ebay.co.uk/itm/Rose-Quartz-Crystal-Chip-Bracelet-Reiki-Charged-A-Grade/202673557530?hash=item2f3049101a:g:KgcAAOSwkHlc0smM,https://i.ebayimg.com/thumbs/images/g/KgcAAOSwkHlc0smM/s-l225.jpg
bracelet,Malachite Crystal Chip Bracelet - Reiki Charged ,£3.99,https://www.ebay.co.uk/itm/Malachite-Crystal-Chip-Bracelet-Reiki-Charged/192934624399?_trkparms=ispr%3D1&hash=item2cebccbc8f:g:1iYAAOSwGXpc8TEb&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkfKe2vUidqHRg3XM2X2xOVCqKBNBJOzwJp4avFIFjbtg%252B41TqaYq4L0Fwks%252Bel1prVkQtHcvReLgiMcoDCMNRBs%252Bc9n67UhbgrCxHSh71QAHMpL1Uwioud2TJXOnlgJzZDWpEQIAa7BcBYHskxqBDVLvw4XKt0%252FkQUKBbjQXcasPVe8oG8aconXNhko9O4bvKtrOLG7Whi%252B6Ug4GSI5J4leOgVC6D8FmXFV1ngbQihGpSf5rLQbOkgM2%252FtKL3HXM9wastcsfmTXgI0rG4r1J2J5DgYMh95ty%252FHU7HB8eNQfFMyt%252FkWFKtEoZbbSl6O4RaM33C5OLLBXEzQ2szAQEzNGgLrf%252FNJUHr4d9jsq0LDbqaUJ4mH8XytpjlWJBW%252Fvwa%252Bv6QQS%252FKlCpLFi8d0xp2ArwLG%252FQB77iNoQAAh9KAgLgBEEw6jENeS%252BJJpTPK%252FLASFLn7A14PmZMhz8%252BrjmMaBgSWUcyxfFqkOPxUNR3JigkoZWXYpT%252B5BKZMC4jGpd8Xz2frwa6LD2jByX6u%252FfjJAW4Z3G0tntVuXjrwcsrWy1KwQSX6yOe%252BMBpC1D%252BB2r3145tKdPIrO2nLWdF7WFbAQfG72Fjw%252BiCY8BqkDbXWzlTBiKCu9dwJCZDW%252B8RXhsvQ2DGxEtoUz71c1FACaYdFxd8hW6IiSQgBo1YzvUPKWzUSZBKbYFWgYbWArs2Ms7LwHTrYk8rLyBKGIejVRpIAMzyzwL2SvFjdEczULS1vtENh6LkuUAL91j5usyOdGSrX1DgMuEh0GZYIUaR5%252FoRzHQ%253D%253D%7Ccksum%3A1929346243998bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/1iYAAOSwGXpc8TEb/s-l225.jpg
bracelet,A Grade Black Tourmaline Crystal Chip Bracelet - Reiki Charged - Protection,£3.99,https://www.ebay.co.uk/itm/A-Grade-Black-Tourmaline-Crystal-Chip-Bracelet-Reiki-Charged-Protection/192508895035?hash=item2cd26c9f3b:g:whIAAOSwe4hdqF8-,https://i.ebayimg.com/thumbs/images/g/whIAAOSwe4hdqF8-/s-l225.jpg
bracelet,"Shungite bracelet with White Howlite and 925 sterling silver, beads 10mm",£11.85,https://www.ebay.co.uk/itm/Shungite-bracelet-with-White-Howlite-and-925-sterling-silver-beads-10mm/313310326291?_trkparms=ispr%3D1&hash=item48f2c02e13:g:4acAAOSwIc9ezqwU&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkRjLZq23gAR%252BKma9gM2Z1hkStYrRub%252B3nKY2XIxd3fVk8fW4QM4FnuhqaiB57L9uoouBFkYR6g2cX%252Fmt9C92mQWajMHMefVM8rOloCGAKByKzlrlUoSb%252ByRx1QBhrd9GWq1x8vCLJTOTEBrYKjdLifKAIyWRehGBUyjzCfxGdIgI%252BlmleLW16Hl48cBQxaObEGavqAggmoAUn8OYM%252BPcHdiC%252FnM5i7zVuxQ0uy8kYXCOxMVlxZ8F4196wV4WwFeZMmIjKW%252Bgp2nPuCBZ9%252FTHJW%252BiUJ3fWhpZmfh7w6xRkoCpQs6fKbKO5k8RG0JB2ZOfpkGwDHsd%252BMpSopYoYi1rZbBHZgwPgWrguREVd179lm26ZZoUWDZgHSIgB7w1I2TzMFWIAeIxL%252FYbmqxocpMlfn5KUD7mMXQ%252F24x4Ckrkx8%252F%252FdxNGROWhoiueHo7YXZFXml7%252BmvQVVOGyPDFsHcBQ1vyUUce81sSRiEeX73Q4y3TtJyJA5mOLKQ57LmnkHngHHcxN6IoCSdnmmboiQEvH0QD2zSEoTBBLhGY2xwy7VIxC7nNZ4vnNy3WMMzJhuL%252FQ%252ByBR2TPZ68MZeRK5sq%252B8MOfhCZotkR03S13eGiZvE69%252BTP6KGlYFrH4i6AJgIGHnqPHjeC%252FeH1IWpOh5pcvR0pxYzTSN%252B3GY5Kp5X3bbcgYDD4ZKLBe7kgMWaxIG98YApccnbykYuDQGk3ViUlPwly9q3939D3N72NkNDy9tCaZgwXrrwSoOiZrIxebz%252B61Gfu8cRlyt3dx2NgpXQRHhwrA%253D%253D%7Ccksum%3A3133103262918bb4f49108ef4571ac2e65d3dae1cfd8%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/4acAAOSwIc9ezqwU/s-l225.jpg
bracelet,New listingHARLEY DAVIDSON STERLING SILVER MOD 925 FLAMING HEART CHARM BRACELET,£62.14,https://www.ebay.co.uk/itm/HARLEY-DAVIDSON-STERLING-SILVER-MOD-925-FLAMING-HEART-CHARM-BRACELET/293956963642?hash=item4471334d3a:g:38oAAOSw9vlfjfXb,https://i.ebayimg.com/thumbs/images/g/38oAAOSw9vlfjfXb/s-l225.jpg
bracelet,A Grade Amethyst Crystal Chip Bracelet - Reiki Charged,£2.99,https://www.ebay.co.uk/itm/A-Grade-Amethyst-Crystal-Chip-Bracelet-Reiki-Charged/192654305197?hash=item2cdb1767ad:g:mz4AAOSwGohbl7jo,https://i.ebayimg.com/thumbs/images/g/mz4AAOSwGohbl7jo/s-l225.jpg
bracelet,A Grade Aquamarine Crystal Chip Bracelet - Reiki Charged,£4.99,https://www.ebay.co.uk/itm/A-Grade-Aquamarine-Crystal-Chip-Bracelet-Reiki-Charged/202826179173?hash=item2f3961e265:g:hmcAAOSwFWVd0~Jo,https://i.ebayimg.com/thumbs/images/g/hmcAAOSwFWVd0~Jo/s-l225.jpg
bracelet,Green Aventurine Crystal Chip Bracelet - Reiki Charged,£2.99,https://www.ebay.co.uk/itm/Green-Aventurine-Crystal-Chip-Bracelet-Reiki-Charged/192654292771?hash=item2cdb173723:g:XIYAAOSwM~Rbl7dw,https://i.ebayimg.com/thumbs/images/g/XIYAAOSwM~Rbl7dw/s-l225.jpg
bracelet,Citrine A Grade Crystal Chip Bracelet - Reiki Charged - Abundance,£3.99,https://www.ebay.co.uk/itm/Citrine-A-Grade-Crystal-Chip-Bracelet-Reiki-Charged-Abundance/192779273054?hash=item2ce28a435e:g:IFsAAOSwsPNcLkqd,https://i.ebayimg.com/thumbs/images/g/IFsAAOSwsPNcLkqd/s-l225.jpg
bracelet,New listingNew in Box SWAROVSKI Gray Corded Crystal ELEPHANT Adjustable Bracelet 5518653,£43.85,https://www.ebay.co.uk/itm/New-in-Box-SWAROVSKI-Gray-Corded-Crystal-ELEPHANT-Adjustable-Bracelet-5518653/383904237513?hash=item596279c7c9:g:qSsAAOSw6P1gAa5B,https://i.ebayimg.com/thumbs/images/g/qSsAAOSw6P1gAa5B/s-l225.jpg
bracelet,Peridot Crystal Chip Bracelet - Reiki Charged - A Grade,£3.99,https://www.ebay.co.uk/itm/Peridot-Crystal-Chip-Bracelet-Reiki-Charged-A-Grade/192910587863?hash=item2cea5df7d7:g:t4sAAOSwN2hc0s9F,https://i.ebayimg.com/thumbs/images/g/t4sAAOSwN2hc0s9F/s-l225.jpg
bracelet,dioptase Bracelet Crystal Healing ,£11.49,https://www.ebay.co.uk/itm/dioptase-Bracelet-Crystal-Healing/264777341892?hash=item3da5f59bc4:g:Kb4AAOSw1jZe9vfQ,https://i.ebayimg.com/thumbs/images/g/Kb4AAOSw1jZe9vfQ/s-l225.jpg
bracelet,Navajo Turquoise and Silver Bracelet ,£274.14,https://www.ebay.co.uk/itm/Navajo-Turquoise-and-Silver-Bracelet/265008118620?hash=item3db3b6fb5c:g:oxwAAOSwT~lfx8Cp,https://i.ebayimg.com/thumbs/images/g/oxwAAOSwT~lfx8Cp/s-l225.jpg
bracelet,Red Onyx Bracelet 8mm Beads for Reiki Healing and Crystal Healing Stone,£3.25,https://www.ebay.co.uk/itm/Red-Onyx-Bracelet-8mm-Beads-for-Reiki-Healing-and-Crystal-Healing-Stone/114630155217?hash=item1ab07d5bd1:g:gCQAAOSwAuBgACfZ,https://i.ebayimg.com/thumbs/images/g/gCQAAOSwAuBgACfZ/s-l225.jpg
bracelet,ALLAH BRACELETS WITH ADDED SWAROVSKI GLASS CRYSTAL AND SILVER CRYSTAL RONDALLS,£4.49 to £5.99,https://www.ebay.co.uk/itm/ALLAH-BRACELETS-WITH-ADDED-SWAROVSKI-GLASS-CRYSTAL-AND-SILVER-CRYSTAL-RONDALLS/281257125584?hash=item417c3b26d0:g:nhcAAOSwt6FbplC2,https://i.ebayimg.com/thumbs/images/g/nhcAAOSwt6FbplC2/s-l225.jpg
bracelet,Crystal bracelets,£3.10,https://www.ebay.co.uk/itm/Crystal-bracelets/202414293232?hash=item2f20d500f0:g:NvoAAOSwtRBbg~Io,https://i.ebayimg.com/thumbs/images/g/NvoAAOSwtRBbg~Io/s-l225.jpg
